,company_name,tic,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses
497,CLAIRES STORES INC,CLE,493.326,966.129,586.558,0.0,46.011,215.971,261.982,692.8489999999999,110.072,166.938,143.124,700.2610000000001,0.0,1279.407,2042.0399,210.442,1279.407,1017.425
498,CLAIRES STORES INC,CLE,598.007,1090.701,624.634,0.0,50.132,245.431,295.563,745.118,113.405,179.445,172.343,802.7130000000001,0.0,1369.7520000000002,3149.4418,222.383,1369.7520000000002,1074.189
499,CLAIRES STORES INC,CLE,538.6419999999999,1091.266,690.1569999999999,0.0,58.26,250.473,308.733,790.83,121.119,195.451,188.762,767.523,10.369000000000002,1480.987,3196.0775,243.604,1480.987,1172.254
9090,CLOUDWARD INC,CDWD,18.027,20.685,17.098,0.738,1.396,-19.474,-18.078,-0.871,5.252000000000001,4.316,-19.314,-172.34900000000002,1.471,16.227,11.5881,5.249,16.227,34.305
9091,CLOUDWARD INC,CDWD,17.49,19.468,8.504,0.5589999999999999,1.206,-7.237,-6.031000000000001,5.3870000000000005,5.574,6.292000000000001,-7.215,-179.56400000000002,2.041,13.890999999999998,319.5129,7.547999999999999,13.890999999999998,19.922
9092,CLOUDWARD INC,CDWD,12.35,14.147,11.061,0.1,0.8290000000000001,-11.546,-10.717,-1.64,3.78,5.425,-11.572,-191.136,1.019,9.421,85.0731,5.996,9.421,20.138
9093,CLOUDWARD INC,CDWD,8.857000000000001,9.854,4.39,0.021,0.895,-8.722999999999999,-7.827999999999999,6.371,5.457000000000001,8.505,-9.972,-201.204,1.01,10.761,37.6795,8.693,10.761,18.589
9094,CLOUDWARD INC,CDWD,4.717,5.449,10.716,0.347,0.409,-11.291,-10.882,1.589,2.449,7.609,-9.232,-210.442,0.953,12.305,5.0193,7.956,12.305,23.187
5260,COLLINS & AIKMAN CORP,CKCRQ,465.366,1348.89,1548.6270000000002,884.55,65.253,131.91,197.163,349.97,132.625,362.255,-10.215,-674.377,233.819,1898.597,355.94800000000004,1500.011,1898.597,1701.434
5261,COLLINS & AIKMAN CORP,CKCRQ,424.885,1280.29,1568.989,799.677,66.189,108.085,174.274,332.83,131.72,389.729,4.477,-679.564,196.451,1901.819,259.7255,1435.276,1901.819,1727.545
5262,COLLINS & AIKMAN CORP,CKCRQ,744.5,2987.9,1530.7,1282.4,71.3,56.9,128.2,292.6,132.6,763.6,-46.2,-750.1,406.1,1823.3,1293.6,2450.3,1823.3,1695.1
5263,COLLINS & AIKMAN CORP,CKCRQ,803.3,3157.1,3270.7,1255.2,97.0,224.6,321.6,615.1,171.6,929.4,-89.8,-885.6,373.0,3885.8,372.02,2623.0,3885.8,3564.2
5264,COLLINS & AIKMAN CORP,CKCRQ,655.9,3191.2,3425.7,1398.9,113.8,298.0,411.8,685.0,169.4,925.3,-57.5,-842.8,257.3,4110.7,361.98800000000006,2747.6,4110.7,3698.9
530,COMDIAL CORP,CMDZQ,34.928000000000004,72.954,74.215,13.561,6.695,-34.25,-27.555,25.827,15.431,40.655,-63.264,-110.709,13.829,100.042,9.4844,61.43899999999999,100.042,127.597
531,COMDIAL CORP,CMDZQ,23.084,43.736,49.409,26.912,4.942,-15.679,-10.737,26.758000000000003,9.527,20.634,-21.155,-131.864,11.559,76.167,3.0377,53.37600000000001,76.167,86.904
532,COMDIAL CORP,CMDZQ,19.154,40.62,32.305,16.616,2.2,-9.108,-6.908,19.416,6.082999999999999,13.29,6.486000000000001,-133.619,8.283999999999999,51.721,5.9605,40.281,51.721,58.629
533,COMDIAL CORP,CMDZQ,13.014,30.194000000000003,29.777,16.227,1.7,-2.83,-1.13,18.164,4.97,8.959,-6.091,-139.91,3.765,47.941,24.662,35.593,47.941,49.071000000000005
534,COMDIAL CORP,CMDZQ,16.261,30.379,23.602,0.009,1.5,-5.348,-3.848,15.981,3.834,25.034,-7.678,-148.799,3.292,39.583,12.2738,35.42,39.583,43.431
7975,CONEXANT SYSTEMS INC,CNXT.1,589.9730000000001,1573.625,522.639,518.125,50.375,-3.189,47.18600000000001,448.148,97.46,462.338,-122.591,-4187.853,123.025,970.787,970.4,1063.527,970.787,923.601
7976,CONEXANT SYSTEMS INC,CNXT.1,408.846,985.969,425.446,467.0,47.19,-49.482,-2.292,383.423,63.174,315.452,-402.462,-4579.604,80.906,808.8689999999999,590.8344,839.454,808.8689999999999,811.1610000000001
7977,CONEXANT SYSTEMS INC,CNXT.1,256.656,446.403,213.838,373.693,35.455,28.159,63.614,274.122,36.439,152.092,-300.176,-4881.291,60.642,487.96,198.9,583.137,487.96,424.346
7978,CONEXANT SYSTEMS INC,CNXT.1,199.359,350.85,74.046,250.0,15.604,4.686,20.29,134.381,9.216,157.312,-5.263,-4886.995,37.098,208.427,155.9526,469.401,208.427,188.137
7979,CONEXANT SYSTEMS INC,CNXT.1,142.484,305.844,90.748,173.543,4.658,41.326,45.984,149.97799999999998,8.747,63.012,20.234,-4908.303,32.141,240.726,133.2877,293.752,240.726,194.742
690,CONSTAR INTERNATIONAL INC,CNSTQ,179.467,578.341,657.8689999999999,396.17,55.488,0.672,56.16,84.42,82.368,122.294,-220.549,-240.524,66.979,742.289,66.7336,543.242,742.289,686.1289999999999
691,CONSTAR INTERNATIONAL INC,CNSTQ,214.535,580.2769999999999,746.684,368.637,51.06,12.606,63.666,97.498,103.949,149.465,-6.82,-250.037,84.316,844.182,96.7548,553.993,844.182,780.5160000000001
692,CONSTAR INTERNATIONAL INC,CNSTQ,205.997,534.6519999999999,892.765,393.205,40.015,10.324000000000002,50.339,82.25200000000001,101.835,151.003,-59.99,-316.475,82.581,975.017,43.1865,574.19,975.017,924.678
693,CONSTAR INTERNATIONAL INC,CNSTQ,189.815,503.962,827.9680000000001,393.466,33.441,28.717,62.158,99.001,83.355,123.674,-12.022,-320.014,61.957,926.969,88.03200000000001,548.8009999999998,926.969,864.811
694,CONSTAR INTERNATIONAL INC,CNSTQ,160.939,472.289,801.076,393.733,29.11,18.778,47.888000000000005,80.492,73.21300000000001,122.296,-26.346,-348.033,61.695,881.568,51.8854,544.596,881.568,833.68
7825,CONVERSION SERVICES INTL INC,CVNSQ,5.042,14.531,20.582,1.77,0.152,-5.584,-5.432,5.092,0.0,11.314,-9.612,-50.976000000000006,4.242,25.674,19.2032,13.447,25.674,31.106
7826,CONVERSION SERVICES INTL INC,CVNSQ,5.1,12.811,16.311,1.533,0.589,-2.837,-2.248,5.155,0.0,3.591,-10.211,-61.187,3.393,21.466,22.0288,5.487,21.466,23.714
7827,CONVERSION SERVICES INTL INC,CVNSQ,4.204,4.579,14.91,0.0,0.203,-2.225,-2.022,4.834,0.0,5.5,-10.466,-71.654,3.725,19.744,5.9225,5.5,19.744,21.766
7828,CONVERSION SERVICES INTL INC,CVNSQ,4.37,4.517,17.41,0.5,0.047,0.95,0.997,6.784,0.0,4.839,0.032,-71.62100000000001,4.148,24.194000000000003,3.0288,5.339,24.194000000000003,23.197
7829,CONVERSION SERVICES INTL INC,CVNSQ,3.66,3.753,12.806,0.5,0.032,-0.152,-0.12,4.9110000000000005,0.0,6.424,-0.772,-72.39399999999999,3.319,17.717,2.5466,6.924,17.717,17.837
360,CPAC INC,CPAK,41.224,76.135,50.652,7.405,3.467,5.134,8.601,47.127,17.555,10.823,2.93,42.031000000000006,13.218,97.779,31.82,23.643,97.779,89.178
361,CPAC INC,CPAK,41.684,68.39,49.64,7.242000000000001,2.727,3.875,6.602,45.65,17.775,9.731,-4.06,37.517,11.722,95.29,25.1206,21.196,95.29,88.68799999999999
362,CPAC INC,CPAK,39.908,65.426,48.586000000000006,6.772,2.685,1.052,3.737,41.425,17.230999999999998,9.839,-3.35,34.013000000000005,11.533,90.01100000000001,27.7032,21.509,90.01100000000001,86.274
363,CPAC INC,CPAK,39.983,59.42100000000001,47.32,6.829,2.585,0.206,2.7910000000000004,39.893,18.758,9.606,-3.847,29.314,10.261,87.213,26.4665,20.814,87.213,84.42200000000001
364,CPAC INC,CPAK,40.44,58.045,48.083,6.519,2.3480000000000003,0.974,3.322,38.917,20.135,10.402,0.465,27.489,11.885,87.0,20.2085,21.198,87.0,83.678
355,CPI CORP,CPICQ,92.819,236.517,43.871,103.022,27.328000000000003,19.562,46.89,380.155,14.296,83.051,3.576,215.71,11.499,424.026,130.1465,219.543,424.026,377.136
356,CPI CORP,CPICQ,61.48,190.593,41.218,102.316,29.432,11.368,40.8,421.33,8.488999999999999,55.01,-7.685,197.501,7.33,462.548,47.0511,189.758,462.548,421.7480000000001
357,CPI CORP,CPICQ,53.555,166.59099999999998,30.626,57.855,22.74,29.867,52.607,391.745,7.465,62.643,13.797,26.629,8.19,422.371,94.3277,156.403,422.371,369.764
358,CPI CORP,CPICQ,30.089,143.8,28.263,48.9,17.962,23.32,41.282,378.772,7.46,49.203,11.908,27.867,5.678,407.035,139.2005,129.53,407.035,365.753
359,CPI CORP,CPICQ,25.335,94.53,29.58,0.0,15.651,-1.872,13.779000000000002,332.096,7.952000000000001,116.504,-56.685,-46.31,4.871,361.676,11.1904,153.343,361.676,347.897
9695,CRDENTIA CORP,CRDOQ,5.129,17.596,3.459,3.954,0.1119999999999999,-53.907,-53.795,1.253,0.0,6.35,-54.316,-54.978,3.327,4.712,83.8291,11.105,4.712,58.507
9696,CRDENTIA CORP,CRDOQ,4.07,19.836,17.232,0.0,1.019,-5.144,-4.125,5.7860000000000005,0.0,9.412,-33.703,-92.316,3.212,23.018,34.1276,12.41,23.018,27.143
9697,CRDENTIA CORP,CRDOQ,6.093,31.992,25.862,1.15,0.158,-4.217,-4.059,6.852,0.0,12.586,-6.269,-103.213,5.193,32.714,59.6418,14.544,32.714,36.773
9698,CRDENTIA CORP,CRDOQ,6.675,23.888,31.919,0.0,0.187,-6.278,-6.091,8.219,0.0,14.744000000000002,-16.073,-119.286,5.776,40.138000000000005,8.6586,16.405,40.138000000000005,46.229
9699,CRDENTIA CORP,CRDOQ,7.923999999999999,24.847,25.324,0.747,0.186,-10.188,-10.002,7.149,0.0,13.198,-15.548,-134.834,6.082000000000001,32.473,9.972,14.44,32.473,42.475
3995,CURATIVE HEALTH SERVICES INC,CUREQ,36.96,76.92699999999999,51.597,0.0,4.069,2.106,6.175,30.041,4.547,34.435,-22.205,2.398,13.139,81.638,101.8035,40.435,81.638,75.46300000000001
3996,CURATIVE HEALTH SERVICES INC,CUREQ,57.016000000000005,186.444,87.071,26.076,2.226,23.531,25.757,52.158,12.765999999999998,39.467,14.645,17.043,36.438,139.22899999999998,209.4495,65.543,139.22899999999998,113.472
3997,CURATIVE HEALTH SERVICES INC,CUREQ,74.78,233.938,145.876,39.599,2.797,28.276,31.073,68.865,11.237,49.312,13.075,30.118,55.217,214.741,177.0678,90.218,214.741,183.668
3998,CURATIVE HEALTH SERVICES INC,CUREQ,114.408,283.784,219.093,210.991,3.4,16.269000000000002,19.669,63.275,18.398,63.62,-141.405,-111.287,85.197,282.368,88.7144,279.331,282.368,262.699
3999,CURATIVE HEALTH SERVICES INC,CUREQ,100.417,169.28799999999998,201.891,0.0,4.3,6.466,10.765999999999998,59.168,10.495,257.29200000000003,-101.592,-212.879,67.243,261.059,2.9999,263.621,261.059,250.293
9205,CURON MED INC,CRNM,38.231,43.073,3.793,0.0,1.2009999999999998,-17.663,-16.462,-0.476,1.41,1.733,-15.429,-48.143,0.81,3.317,86.4204,1.785,3.317,19.779
9206,CURON MED INC,CRNM,25.922,27.236,3.656,0.0,0.835,-16.217,-15.382,-0.253,1.295,1.115,-15.441,-63.68600000000001,0.688,3.403,12.5869,1.133,3.403,18.785
9207,CURON MED INC,CRNM,12.894,13.854,3.805,0.0,0.517,-14.550999999999998,-14.034,-0.384,1.063,2.931,-15.555,-79.288,0.8340000000000001,3.4210000000000003,63.2279,3.0460000000000003,3.4210000000000003,17.455
9208,CURON MED INC,CRNM,8.276,9.157,4.029,0.0,0.3289999999999999,-16.637,-16.308,-0.32,0.777,1.651,-15.32,-94.617,0.62,3.709,42.7525,2.244,3.709,20.017
9209,CURON MED INC,CRNM,5.848,6.415,3.61,0.0,0.285,-13.576,-13.291,0.166,0.879,1.736,-10.955,-105.562,0.747,3.776,17.6394,4.186,3.776,17.067
590,DANA INC,DAN,3797.0,10207.0,8720.0,3008.0,548.0,133.0,681.0,1666.0,1299.0,3489.0,-298.0,1646.0,1742.0,10386.0,2061.5964,8137.0,10386.0,9705.0
591,DANA INC,DAN,4118.0,9553.0,7948.0,3215.0,478.0,340.0,818.0,1641.0,1116.0,2824.0,-182.0,1163.0,1668.0,9589.0,1747.0421,7964.0,9589.0,8771.0
592,DANA INC,DAN,4533.0,9617.0,6851.0,2605.0,394.0,199.0,593.0,1113.0,743.0,2965.0,222.0,1730.0,1374.0,7964.0,2727.3055,7471.0,7964.0,7371.0
593,DANA INC,DAN,3423.0,9019.0,8014.0,2054.0,358.0,200.0,558.0,1056.0,898.0,2673.0,62.0,2071.0,1691.0,9070.0,2597.4377,6486.0,9070.0,8512.0
594,DANA INC,DAN,3424.0,7386.0,7895.0,67.0,310.0,-79.0,231.0,731.0,664.0,4892.0,-1605.0,201.0,1308.0,8626.0,1080.59,6757.0,8626.0,8395.0
620,DEB SHOPS INC,DEBS,186.674,213.39,207.55,0.0,3.87,39.097,42.967,110.172,29.911,35.353,25.488000000000003,184.44,0.0,317.722,273.7,35.353,317.722,274.755
621,DEB SHOPS INC,DEBS,198.94,222.748,206.693,0.0,4.322,18.531,22.853,91.953,28.265,39.184,12.767,189.967,0.0,298.646,282.3216,39.184,298.646,275.793
622,DEB SHOPS INC,DEBS,210.486,242.88,202.838,0.0,5.384,26.2,31.584,100.94,30.56,42.855,17.944000000000003,193.468,0.0,303.778,378.7302,53.969,303.778,272.194
623,DEB SHOPS INC,DEBS,154.851,187.669,211.681,0.0,5.441,35.772,41.213,113.283,32.903,44.603,25.29,125.685,0.0,324.964,437.3939,56.114,324.964,283.751
624,DEB SHOPS INC,DEBS,166.729,202.677,213.985,0.0,5.3660000000000005,28.537,33.903,110.756,34.473,43.977,21.413,139.88,0.0,324.741,422.2462,56.631,324.741,290.838
9060,DECODE GENETICS INC,DCGNQ,203.077,288.252,30.332,190.729,13.075,-46.409,-33.334,11.795,1.296,37.906,-57.255,-387.427,6.45,42.127,425.8168,235.856,42.127,75.461
9061,DECODE GENETICS INC,DCGNQ,166.951,206.758,29.213,156.69899999999998,8.05,-57.174,-49.124,14.742,1.158,25.523000000000003,-62.75,-450.354,7.856,43.955,452.1772,216.095,43.955,93.079
9062,DECODE GENETICS INC,DCGNQ,169.71099999999998,215.609,35.271,215.555,7.388999999999999,-85.264,-77.875,5.239,2.29,23.498,-85.473,-535.71,8.464,40.51,278.8487,270.988,40.51,118.385
9063,DECODE GENETICS INC,DCGNQ,82.646,156.208,41.496,237.604,5.522,-87.579,-82.057,-1.093,3.258,34.257,-95.526,-632.139,9.689,40.403,227.2216,301.858,40.403,122.46
9064,DECODE GENETICS INC,DCGNQ,17.735,75.137,46.737,239.534,5.78,-53.466,-47.68600000000001,11.358,2.206,28.62,-80.947,-712.058,9.159,58.095,11.4262,296.213,58.095,105.781
625,DECORATOR INDUSTRIES INC,DINIQ,11.177,24.294,38.821,1.537,1.4369999999999998,2.285,3.722,11.704,5.801,5.085,1.365,22.65,4.574,50.525,23.5543,7.207000000000002,50.525,46.803
626,DECORATOR INDUSTRIES INC,DINIQ,10.372,24.999,41.477,1.741,1.449,0.623,2.072,10.761,5.651,4.99,0.405,22.698,3.725,52.238,22.1774,7.57,52.238,50.166
627,DECORATOR INDUSTRIES INC,DINIQ,9.491,24.264,37.337,1.409,1.462,-1.294,0.168,8.744,5.182,5.577000000000001,-0.8079999999999999,21.531,3.998,46.081,12.8435,7.852,46.081,45.913
628,DECORATOR INDUSTRIES INC,DINIQ,6.539,20.147,32.041,0.615,1.068,-2.776,-1.7080000000000002,7.576,3.784,6.132000000000001,-2.585,18.77,2.214,39.617,1.9143,6.747000000000001,39.617,41.325
629,DECORATOR INDUSTRIES INC,DINIQ,5.009,16.171,14.629,0.49,0.4629999999999999,-3.047,-2.584,3.971,2.107,5.202000000000001,-3.0380000000000003,15.732,2.38,18.6,2.7236,5.692,18.6,21.184
175,DELSITE INC,DSIIQ,11.231,22.784,17.497,1.953,1.3090000000000002,-1.38,-0.071,11.606,5.96,8.212,-1.506,-40.482,3.0980000000000003,29.103,42.7738,10.165,29.103,29.174
176,DELSITE INC,DSIIQ,10.566,23.017,17.009,1.324,1.241,0.2739999999999999,1.515,13.812,4.614,8.322000000000001,0.036,-40.446,3.325,30.821,65.7136,9.646,30.821,29.306
177,DELSITE INC,DSIIQ,14.038,21.989,17.343,3.418,1.238,-4.097,-2.859,10.618,4.705,7.063,-5.336,-45.782,2.679,27.961,51.0982,10.481,27.961,30.82
178,DELSITE INC,DSIIQ,7.097,13.998,19.229,3.745,1.357,-6.602,-5.245,8.177,3.405,6.061,-7.607,-53.389,2.659,27.406,31.0377,9.806,27.406,32.651
179,DELSITE INC,DSIIQ,7.436,14.165,15.279000000000002,4.892,1.34,-6.994,-5.654,6.52,3.267,11.041,-9.769,-63.158,2.3480000000000003,21.799,1.3248,15.933,21.799,27.453000000000003
635,DELTA AIR LINES INC,DAL,3205.0,21931.0,13809.0,5896.0,1187.0,1745.0,2932.0,2932.0,0.0,5245.0,828.0,4536.0,406.0,16741.0,6173.7149,16354.0,16741.0,13809.0
636,DELTA AIR LINES INC,DAL,3567.0,23605.0,13713.0,8347.0,1283.0,-1117.0,166.0,166.0,0.0,6403.0,-1216.0,2955.0,368.0,13879.0,3606.178,19581.0,13879.0,13713.0
637,DELTA AIR LINES INC,DAL,3902.0,24720.0,13061.0,10174.0,1148.0,-904.0,244.0,244.0,164.0,6455.0,-1272.0,77.0,611.0,13305.0,1492.6439,23563.0,13305.0,13061.0
638,DELTA AIR LINES INC,DAL,4967.0,26356.0,11706.0,11538.0,1202.0,-916.0,286.0,1597.0,202.0,6624.0,-773.0,-1494.0,662.0,13303.0,1459.0665,26740.0,13303.0,13017.0
639,DELTA AIR LINES INC,DAL,3606.0,21801.0,13814.0,13005.0,1244.0,-1474.0,-230.0,1188.0,203.0,5941.0,-5198.0,-6731.0,696.0,15002.0,1045.9284,27320.0,15002.0,15232.0
2765,DELTA WOODSIDE INDUSTRIES,DLWI,98.772,190.516,185.89,83.815,10.886,1.64,12.526,27.07,43.202,22.875,-3.921,-9.401,37.566,212.96,18.1249,113.298,212.96,200.43400000000003
2766,DELTA WOODSIDE INDUSTRIES,DLWI,84.92299999999999,165.88,156.093,47.819,9.174,-2.17,7.004,18.58,32.747,35.534,-2.105,-11.505999999999998,49.948,174.673,13.4067,90.634,174.673,167.669
2767,DELTA WOODSIDE INDUSTRIES,DLWI,90.838,162.07,151.255,31.941,8.979,5.589,14.568,25.938,44.135,50.79,-4.6160000000000005,-16.122,44.448,177.19299999999998,16.7067,91.264,177.19299999999998,162.625
2768,DELTA WOODSIDE INDUSTRIES,DLWI,72.685,138.67700000000002,157.484,31.941,8.83,-3.801,5.029,16.874000000000002,32.379,40.418,-7.664,-23.786,38.593,174.358,6.7222,75.33,174.358,169.329
2769,DELTA WOODSIDE INDUSTRIES,DLWI,74.569,117.567,148.601,30.941,7.721,-8.023,-0.302,9.262,35.308,50.085,-27.417,-51.203,36.938,157.863,3.9098,81.578,157.863,158.165
1875,DIGITAL TURBINE INC,APPS,1.085,2.133,1.569,0.024,0.221,-2.793,-2.572,1.476,0.0,0.84,-2.766,-9.298,0.627,3.045,11.8665,0.8640000000000001,3.045,5.617000000000001
1876,DIGITAL TURBINE INC,APPS,11.589,73.219,32.349000000000004,1.462,13.086,-39.967,-26.881,-26.881,0.0,8.29,-41.335,-79.005,1.53,5.468,11.538,10.131,5.468,32.349000000000004
1877,DIGITAL TURBINE INC,APPS,4.95,11.069,16.019000000000002,1.885,14.558,-23.761,-9.203,-9.203,0.0,4.96,-73.494,-152.499,0.993,6.816,0.1924,8.431000000000001,6.816,16.019000000000002
1878,DIGITAL TURBINE INC,APPS,1.123,2.688,6.188,2.555,2.819,-5.513999999999999,-2.695,-2.695,0.0,4.356,-9.011,-161.51,0.608,3.4930000000000003,0.1527,6.9110000000000005,3.4930000000000003,6.188
1879,DIGITAL TURBINE INC,APPS,1.021,1.479,0.7829999999999999,0.0,0.581,0.054,0.635,3.23,0.0,5.539,0.128,-161.382,0.5870000000000001,4.013,0.1182,5.539,4.013,3.378
9240,DISTRIBUTED ENERGY SYS CORP,DESCQ,90.44,143.467,3.776,8.718,1.703,-19.07,-17.367,0.418,2.52,13.636,-16.768,-97.171,4.529,4.194,101.121,22.354,4.194,21.561
9241,DISTRIBUTED ENERGY SYS CORP,DESCQ,75.21,124.571,19.577,8.265,1.917,-23.056,-21.139,2.883,4.115,16.308,-22.437,-120.028,6.274,22.46,89.025,25.137,22.46,43.599
9242,DISTRIBUTED ENERGY SYS CORP,DESCQ,60.224,111.146,38.697,9.225,2.1790000000000003,-16.885,-14.706,6.283,3.093,16.156,-16.244,-135.97299999999998,10.888,44.98,281.8396,26.09,44.98,59.68600000000001
9243,DISTRIBUTED ENERGY SYS CORP,DESCQ,37.679,69.89,41.668,8.167,2.153,-28.723000000000003,-26.57,3.425,4.784,14.814,-53.355,-189.278,12.061,45.093,141.9912,23.149,45.093,71.663
9244,DISTRIBUTED ENERGY SYS CORP,DESCQ,21.116,41.751000000000005,27.351,2.352,4.561,-37.126,-32.565,2.037,5.072,16.467,-49.874,-239.144,8.488,29.388,15.9976,18.827,29.388,61.953
2475,DIVERSIFIED CORP RESOURCES,HIRD,17.101,31.839,60.095,7.855,1.736,3.61,5.346,20.91,0.0,8.719,1.712,3.712,15.393,81.005,8.1018,17.011,81.005,75.65899999999999
2476,DIVERSIFIED CORP RESOURCES,HIRD,9.261,23.213,42.608,0.424,1.918,-2.962,-1.044,28.985,0.0,11.78,-3.978,-0.266,8.794,71.593,2.4175,12.232,71.593,72.637
2477,DIVERSIFIED CORP RESOURCES,HIRD,6.685,15.545,34.158,0.158,1.139,-2.071,-0.932,17.67,0.0,9.793,-5.971,-6.237,6.422999999999999,51.828,0.6562,10.398,51.828,52.76
2478,DIVERSIFIED CORP RESOURCES,HIRD,6.542000000000001,15.368,34.955,0.069,1.319,-2.7460000000000004,-1.4269999999999998,15.586,0.0,13.127,-3.882,-10.779000000000002,6.269,50.541,6.944,13.594,50.541,51.968
2479,DIVERSIFIED CORP RESOURCES,HIRD,3.843,14.52,10.601,0.11,0.424,-6.725,-6.301,12.663,0.0,12.817,-6.462000000000001,-17.689,3.692,23.264,0.8029999999999999,16.419,23.264,29.565
4670,DONNKENNY INC,DNKYQ,63.786,101.837,138.002,41.607,2.204,0.541,2.745,35.747,29.323,15.484000000000002,-9.428,-6.032,30.326,173.74900000000002,8.4491,59.956,173.74900000000002,171.00400000000002
4671,DONNKENNY INC,DNKYQ,54.783,91.343,123.253,40.624,2.257,-2.649,-0.392,27.802,19.73,15.584,-8.933,-16.84,31.123,151.055,1.4411,57.69,151.055,151.447
4672,DONNKENNY INC,DNKYQ,47.088,82.4,116.357,34.844,2.629,4.827,7.456,35.823,17.773,12.197,0.044,-16.796,25.606,152.18,3.6683,48.703,152.18,144.724
4673,DONNKENNY INC,DNKYQ,37.869,43.43899999999999,78.846,23.73,1.499,4.418,5.917000000000001,28.256,15.949000000000002,12.563,-26.551,-43.347,20.837,107.102,4.4107,36.293,107.102,101.185
4674,DONNKENNY INC,DNKYQ,43.735,50.705,69.582,35.707,1.364,-0.606,0.758,22.769,20.128,9.974,-2.122,-45.469,22.017,92.351,9.3891,45.681,92.351,91.593
5340,DRI CORP,TBUSQ,20.879,37.358,35.163000000000004,0.042,1.444,-2.809,-1.365,16.175,9.324,18.417,-3.894,-19.017,10.515,51.338,11.9547,19.929,51.338,52.703
5341,DRI CORP,TBUSQ,23.297,38.914,38.103,0.0139999999999999,1.208,2.4530000000000003,3.661,19.829,9.603,17.632,0.674,-17.324,12.47,57.932,27.1868,19.0,57.932,54.271
5342,DRI CORP,TBUSQ,24.607,39.461,45.587,5.149,1.084,4.106,5.19,24.972,10.662,14.763,1.496,-19.886,12.92,70.559,12.499,20.877,70.559,65.369
5343,DRI CORP,TBUSQ,37.529,54.292,56.32,6.572,1.169,3.842,5.011,25.965,13.042,25.762,1.83,-16.3,20.593000000000004,82.285,19.2259,33.346,82.285,77.274
5344,DRI CORP,TBUSQ,34.591,53.83,60.208,6.239,1.5530000000000002,0.226,1.779,27.093000000000004,15.134,25.466,-1.845,-16.941,16.064,87.301,13.4965,32.512,87.301,85.522
6535,DURA AUTOMOTIVE SYS  -CL B,DRRAQ,568.64,2121.604,2122.843,1070.829,67.53,147.441,214.971,354.53,164.418,487.9980000000001,11.219,101.416,293.476,2477.373,193.908,1679.207,2477.373,2262.402
6536,DURA AUTOMOTIVE SYS  -CL B,DRRAQ,655.1659999999999,1936.933,1967.678,1154.827,68.332,188.742,257.074,392.645,114.573,443.103,-288.671,-140.471,245.615,2360.323,181.463,1732.131,2360.323,2103.249
6537,DURA AUTOMOTIVE SYS  -CL B,DRRAQ,685.2439999999999,2115.432,2009.532,1212.349,77.197,139.13,216.327,371.262,127.957,437.234,22.338,-16.365,274.345,2380.794,238.5724,1784.845,2380.794,2164.467
6538,DURA AUTOMOTIVE SYS  -CL B,DRRAQ,715.12,2223.9210000000003,2131.615,1213.964,82.943,127.496,210.439,360.92800000000005,149.834,460.5630000000001,11.723,58.247,300.498,2492.543,199.2287,1816.43,2492.543,2282.104
6539,DURA AUTOMOTIVE SYS  -CL B,DRRAQ,632.806,2075.209,2015.543,1139.952,79.512,93.183,172.695,328.596,132.148,449.655,1.814,-10.527,309.056,2344.139,41.6438,1730.638,2344.139,2171.444
4350,DYNEGY INC,DYN,2082.0,7630.0,1387.0,3190.0,230.0,277.0,507.0,630.0,194.0,1259.0,-333.0,-2076.0,258.0,2017.0,3607.2648,5363.0,2017.0,1510.0
4351,DYNEGY INC,DYN,1663.0,13221.0,1988.0,5939.0,325.0,592.0,917.0,1084.0,199.0,999.0,264.0,-1894.0,427.0,3072.0,6000.2489,8692.0,3072.0,2155.0
4352,DYNEGY INC,DYN,2803.0,14213.0,2363.0,6072.0,371.0,658.0,1029.0,1186.0,184.0,1702.0,174.0,-1907.0,341.0,3549.0,1686.506,9728.0,3549.0,2520.0
4353,DYNEGY INC,DYN,2038.0,10953.0,1713.0,4783.0,335.0,261.0,596.0,755.0,141.0,1847.0,-1247.0,-3089.0,214.0,2468.0,1087.4281,7974.0,2468.0,1872.0
4354,DYNEGY INC,DYN,2244.0,10013.0,1631.0,4626.0,392.0,163.0,555.0,692.0,121.0,1565.0,-234.0,-3251.0,231.0,2323.0,680.3516,7267.0,2323.0,1768.0
7305,EAGLE BROADBAND INC,EAGB,14.866,129.983,22.327,1.272,3.776,-10.047,-6.271,7.49,6.059,11.331,-36.787,-41.424,5.0280000000000005,29.817,36.5255,12.603,29.817,36.088
7306,EAGLE BROADBAND INC,EAGB,8.109,121.006,10.328,0.0,2.424,-20.656,-18.232,1.265,3.199,19.03,-33.693000000000005,-75.188,1.704,11.593,69.3001,19.03,11.593,29.825
7307,EAGLE BROADBAND INC,EAGB,5.093,70.211,11.246,0.0,5.097,-30.952,-25.855,1.244,0.4029999999999999,20.108,-39.005,-158.154,1.761,12.49,178.7928,20.108,12.49,38.345
7308,EAGLE BROADBAND INC,EAGB,8.37,41.913,7.75,0.0,4.425,-27.839,-23.414,0.8420000000000001,0.802,18.809,-57.01,-214.116,2.415,8.592,46.1138,18.809,8.592,32.006
